title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,ratings,metascore,imdbrating,imdbvotes,imdbid,type,dvd,boxoffice,production,website,response,directorid,actorid,budget,num_directors,num_actors,actor_rev5,actor_rev10,director_films5,actor_films5,actor_films10,director_rev10,director_films10,director_rev5
Elizabeth: The Golden Age,2007,PG-13,2007-10-12,114,Biography,Shekhar Kapur,"William Nicholson, Michael Hirst","Cate Blanchett, Clive Owen, Geoffrey Rush","A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments.","English, Spanish, Swedish","United Kingdom, France, United States, Germany",Won 1 Oscar. 7 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BMTgzODIwNzcyMF5BMl5BanBnXkFtZTcwMTg0MTQ1MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",45.0,6.8,"73,686",tt0414055,movie,15 Jun 2012,16383509,,,True,['nm0001408'],"['nm0000949', 'nm0654110', 'nm0001691']",55000000.0,1,3,850034398,884965003,0,14,16,18306166,1,0
Happily N'Ever After,2006,PG,2007-01-05,87,Animation,"Paul Bolger, Yvette Kaplan, Greg Tiernan","Robert Moreland, Doug Langdale, Andre Sikojev","Sigourney Weaver, Sarah Michelle Gellar, Patrick Warburton","An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance e...",English,"United States, Germany, Canada, United Kingdom, Australia, Japan",1 nomination,https://m.media-amazon.com/images/M/MV5BNzA3MTA0Mjk1M15BMl5BanBnXkFtZTcwNTE0NTQ0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.5/10'}",28.0,4.5,"10,944",tt0308353,movie,14 Aug 2012,15589393,,,True,"['nm0092959', 'nm0438394', 'nm0862911']","['nm0000244', 'nm0001264', 'nm0911320']",47000000.0,3,3,588661123,588661123,0,7,7,0,0,0
Catch and Release,2006,PG-13,2007-01-26,124,Comedy,Susannah Grant,Susannah Grant,"Jennifer Garner, Timothy Olyphant, Kevin Smith",A woman struggles to accept the death of her fiancé and the secrets he kept from her as she rebuilds her life.,"English, Sanskrit",United States,,https://m.media-amazon.com/images/M/MV5BNTk2NjU1MjMyNV5BMl5BanBnXkFtZTcwMzc5NjE0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",43.0,5.9,"28,101",tt0395495,movie,16 Apr 2012,15539051,,,True,['nm0335666'],"['nm0004950', 'nm0648249', 'nm0003620']",25000000.0,1,3,210921085,210921085,0,4,4,0,0,0
Alpha Dog,2006,R,2007-01-12,122,Biography,Nick Cassavetes,Nick Cassavetes,"Emile Hirsch, Justin Timberlake, Anton Yelchin","Johnny and his pals kidnap Jake's 15-year-old brother Zach, then assign his buddy Frankie to be Zach's minder. They develop a brotherly friendship. Zach parties with his captors as things begin to spin out of control.",English,"Germany, United States",3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjExODMyNzQzMl5BMl5BanBnXkFtZTYwNzMwNTg3._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",53.0,6.9,"106,100",tt0426883,movie,08 May 2015,15309602,,,True,['nm0001024'],"['nm0386472', 'nm0005493', 'nm0947338']",,1,3,39981712,39981712,2,3,3,153174076,2,153174076
Arthur and the Invisibles,2006,PG,2007-01-12,94,Animation,Luc Besson,"Céline Garcia, Luc Besson, Patrice Garcia","Freddie Highmore, Mia Farrow, Madonna","Ten-year-old Arthur, in a bid to save his grandfather's house from being demolished, goes looking for some much-fabled hidden treasure in the land of the Minimoys, tiny people living in harmony with nature.","French, English","France, United States, United Kingdom",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNmRkODM2MjUtNGUwYS00YjNjLWFmN2MtYjJhZmRlYzAxZDNlXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",39.0,6.0,"39,731",tt0344854,movie,10 Aug 2016,15132763,,,True,['nm0000108'],"['nm0383603', 'nm0001201', 'nm0000187']",86000000.0,1,3,225635830,225635830,0,2,2,0,0,0
The Invasion,2007,PG-13,2007-08-17,99,Sci-Fi,Oliver Hirschbiegel,"David Kajganich, Jack Finney","Nicole Kidman, Daniel Craig, Jeremy Northam","As a Washington, D.C. psychiatrist unearths the origin of an alien epidemic, she also discovers her son might be the only way it can be stopped.","English, Russian","United States, Australia",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTQ1NzM0NjI4M15BMl5BanBnXkFtZTcwOTg2NjUzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",45.0,5.9,"81,149",tt0427392,movie,01 Dec 2009,15074191,,,True,['nm0386570'],"['nm0000173', 'nm0185819', 'nm0000562']",80000000.0,1,3,574562651,579705227,1,11,12,5509040,1,5509040
Lions for Lambs,2007,R,2007-11-09,92,Crime,Robert Redford,Matthew Michael Carnahan,"Tom Cruise, Meryl Streep, Robert Redford","Injuries sustained by two Army rangers behind enemy lines in Afghanistan set off a sequence of events involving a congressman, a journalist and a professor.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTcyMzc0MzYyM15BMl5BanBnXkFtZTcwMTM2NDk0NA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",47.0,6.2,"51,513",tt0891527,movie,17 Oct 2016,15002854,,,True,['nm0000602'],"['nm0000129', 'nm0000658', 'nm0000602']",35000000.0,1,3,1011468546,1236925425,0,13,15,0,0,0
The Great Debaters,2007,PG-13,2007-12-25,126,Biography,Denzel Washington,"Robert Eisele, Jeffrey Porro, Tony Scherman","Denzel Washington, Forest Whitaker, Kimberly Elise","A drama based on the true story of Melvin B. Tolson, a professor at Wiley College Texas. In 1935, he inspired students to form the school's first debate team, which went on to challenge Harvard in the national championship.",English,United States,10 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTQxMDc1NzkwMF5BMl5BanBnXkFtZTcwMDI5MjU1MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",65.0,7.5,"61,078",tt0427309,movie,22 May 2007,30236407,,,True,['nm0000243'],"['nm0000243', 'nm0001845', 'nm0253708']",15000000.0,1,3,617494475,785648611,1,12,14,21078145,1,21078145
Awake,2007,R,2007-11-30,84,Crime,Joby Harold,Joby Harold,"Hayden Christensen, Jessica Alba, Terrence Howard",A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.,"English, Japanese",United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjE3NDczNTIyOV5BMl5BanBnXkFtZTcwMDQwMjU1MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",33.0,6.5,"77,862",tt0211933,movie,10 Aug 2016,14377198,,,True,['nm1703612'],"['nm0159789', 'nm0004695', 'nm0005024']",8600000.0,1,3,674944661,1004699042,0,9,11,0,0,0
The Last King of Scotland,2006,R,2007-01-19,123,Biography,Kevin Macdonald,"Peter Morgan, Jeremy Brock, Giles Foden","James McAvoy, Forest Whitaker, Gillian Anderson",Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,"English, French, German, Swahili","United Kingdom, Germany",Won 1 Oscar. 49 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BYzZkNjNhN2QtMThmNC00YjE0LTg0ZmMtMmU5MWE4Y2NjN2RiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",74.0,7.6,"192,389",tt0455590,movie,12 Dec 2015,17606684,,,True,['nm0531817'],"['nm0564215', 'nm0001845', 'nm0000096']",6000000.0,1,3,142963546,142963546,1,2,2,4593598,1,4593598
Hot Rod,2007,PG-13,2007-08-03,88,Comedy,Akiva Schaffer,Pam Brady,"Andy Samberg, Isla Fisher, Ian McShane",Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.,English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjYwNjA3OTY0Nl5BMl5BanBnXkFtZTcwNDMyNDUzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",43.0,6.7,"91,134",tt0787475,movie,01 Aug 2013,13938332,,,True,['nm1676223'],"['nm1676221', 'nm0279545', 'nm0574534']",,1,3,0,0,0,0,0,0,0,0
Firehouse Dog,2007,PG,2007-04-04,111,Action,Todd Holland,"Claire-Dee Lim, Mike Werb, Michael Colleary","Josh Hutcherson, Bruce Greenwood, Bree Turner","Rexxx, Hollywood's top canine star, gets lost and is adopted into a shabby firehouse. He teams up with a young kid to get the station back on its feet.",English,"United States, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BMTkyMDczNjYwMl5BMl5BanBnXkFtZTcwNzcxNzI0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",43.0,5.5,"6,206",tt0476995,movie,11 Dec 2015,13932383,,,True,['nm0390844'],"['nm1242688', 'nm0339304', 'nm0877430']",,1,3,390787623,390787623,0,5,5,0,0,0
The Namesake,2006,PG-13,2007-04-06,122,Drama,Mira Nair,"Sooni Taraporevala, Jhumpa Lahiri","Kal Penn, Irrfan Khan, Tabu","American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.","English, Bengali","United States, India",5 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTAzNDA1NjEyMDJeQTJeQWpwZ15BbWU2MDkxODQxNw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",82.0,7.5,"21,340",tt0433416,movie,12 Dec 2015,13569248,,,True,['nm0619762'],"['nm0671980', 'nm0451234', 'nm0007102']",9500000.0,1,3,57989917,57989917,2,2,2,30022442,2,30022442
Letters from Iwo Jima,2006,R,2007-02-02,141,Action,Clint Eastwood,"Iris Yamashita, Paul Haggis, Tadamichi Kuribayashi","Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.","Japanese, English",United States,Won 1 Oscar. 25 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",89.0,7.8,"167,546",tt0498380,movie,01 Dec 2008,13756082,,,True,['nm0000142'],"['nm0913822', 'nm0632497', 'nm0407296']",19000000.0,1,3,375481250,375481250,4,3,3,250464851,4,250464851
The Comebacks,2007,PG-13,2007-10-19,84,Comedy,Tom Brady,"Ed Yeager, Joey Gutierrez, John Aboud","David Koechner, Robert Ri'chard, Carl Weathers","A comedy that spoofs inspirational sports movies, this movie is about an out-of-luck coach who drives a rag-tag bunch of college misfits towards the football championship.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNDI5OTAxMjc2OV5BMl5BanBnXkFtZTcwMDMzMDU1MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.3/10'}",25.0,4.3,"11,898",tt0790804,movie,18 Sep 2012,13349927,,,True,['nm0103744'],"['nm0462712', 'nm0722647', 'nm0001835']",20000000.0,1,3,82944976,82944976,1,2,2,35081594,1,35081594
Daddy Day Camp,2007,PG,2007-08-08,93,Comedy,Fred Savage,"Geoff Rodkey, J. David Stem, David N. Weiss","Cuba Gooding Jr., Lochlyn Munro, Richard Gant","Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood day care center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTM1NTUyMTExMF5BMl5BanBnXkFtZTcwNzk0MDI1MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '3.2/10'}",13.0,3.2,"17,647",tt0462244,movie,01 Jan 2012,13235267,,,True,['nm0000625'],"['nm0000421', 'nm0613147', 'nm0304579']",6000000.0,1,3,141215070,222387630,0,4,5,0,0,0
Walk Hard: The Dewey Cox Story,2007,R,2007-12-21,96,Comedy,Jake Kasdan,"Judd Apatow, Jake Kasdan","John C. Reilly, Jenna Fischer, David Krumholtz",Singer Dewey Cox overcomes adversity to become a musical legend.,English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTk5NDMyNTk0N15BMl5BanBnXkFtZTcwMTQ4MDUzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",63.0,6.8,"75,769",tt0841046,movie,23 May 2008,18317151,,,True,['nm0440458'],"['nm0000604', 'nm0278979', 'nm0472710']",35000000.0,1,3,173686729,173686729,0,2,2,41076018,1,0
Shoot 'Em Up,2007,R,2007-09-07,86,Action,Michael Davis,Michael Davis,"Clive Owen, Monica Bellucci, Paul Giamatti","A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.","English, Italian",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMjEwMDA1MDUwNl5BMl5BanBnXkFtZTcwMDQzMzM1MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",49.0,6.6,"153,246",tt0465602,movie,01 Apr 2010,12807139,,,True,['nm0205157'],"['nm0654110', 'nm0000899', 'nm0316079']",39000000.0,1,3,990669530,1039030077,0,16,17,0,0,0
I Think I Love My Wife,2007,R,2007-03-16,90,Comedy,Chris Rock,"Chris Rock, Louis C.K., Éric Rohmer","Chris Rock, Kerry Washington, Gina Torres",A married man who daydreams about being with other women finds his will and morals tested after he's visited by the ex-mistress of his old friend.,English,"United States, India",1 nomination,https://m.media-amazon.com/images/M/MV5BMzA0NTcxODEyN15BMl5BanBnXkFtZTcwOTA4MjI0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",49.0,5.5,"17,364",tt0770772,movie,12 Jun 2007,12550605,,,True,['nm0001674'],"['nm0001674', 'nm0913488', 'nm0868659']",11000000.0,1,3,585869019,585869019,1,8,8,38125247,1,38125247
Evening,2007,PG-13,2007-06-29,117,Drama,Lajos Koltai,"Susan Minot, Michael Cunningham","Vanessa Redgrave, Toni Collette, Claire Danes","A drama exploring the romantic past and emotional present of Ann Lord (Vanessa Redgrave) and her daughters, Constance Haverford (Natasha Richardson) and Nina Mars (Toni Collette). As Ann lays dying, she remembers, and is moved to ...",English,"United States, Germany",3 nominations,https://m.media-amazon.com/images/M/MV5BMTQ3NTAzNzgzMV5BMl5BanBnXkFtZTcwMDIyMjY0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",45.0,6.4,"13,919",tt0765447,movie,01 Oct 2014,12492481,,,True,['nm0005759'],"['nm0000603', 'nm0001057', 'nm0000132']",,1,3,179041244,220426522,0,6,7,0,0,0
Atonement,2007,R,2008-01-11,123,Drama,Joe Wright,"Ian McEwan, Christopher Hampton","Keira Knightley, James McAvoy, Brenda Blethyn",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,"English, French","United Kingdom, France, United States",Won 1 Oscar. 52 wins & 150 nominations total,https://m.media-amazon.com/images/M/MV5BMGRiYjE0YzItMzk3Zi00ZmYwLWJjNDktYTAwYjIwMjIxYzM3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",85.0,7.8,"291,511",tt0783233,movie,01 Dec 2015,50927067,,,True,['nm0942504'],"['nm0461136', 'nm0564215', 'nm0000950']",30000000.0,1,3,964821133,969044056,1,11,12,38405088,1,38405088
Sydney White,2007,PG-13,2007-09-21,108,Comedy,Joe Nussbaum,Chad Gomez Creasey,"Amanda Bynes, Sara Paxton, Matt Long",A modern retelling of Snow White set against students in their freshman year of college in the greek system.,English,United States,,https://m.media-amazon.com/images/M/MV5BMTk3ODc3ODAxN15BMl5BanBnXkFtZTcwNzcwMDU1MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",45.0,6.2,"50,141",tt0815244,movie,12 Feb 2014,11892415,,,True,['nm0638271'],"['nm0004789', 'nm0668139', 'nm1668265']",16500000.0,1,3,88443908,136804455,1,3,4,9436390,1,9436390
The Darjeeling Limited,2007,R,2007-10-26,91,Adventure,Wes Anderson,"Wes Anderson, Roman Coppola, Jason Schwartzman","Owen Wilson, Adrien Brody, Jason Schwartzman","A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.","English, Hindi, German, Punjabi, Tibetan, French","United States, India",4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTM0MTQ4MTgwOF5BMl5BanBnXkFtZTcwMDA3MDU1MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",67.0,7.2,"210,727",tt0838221,movie,01 May 2013,11902715,,,True,['nm0027572'],"['nm0005562', 'nm0004778', 'nm0005403']",16000000.0,1,3,1052185186,1052185186,1,15,15,76384413,2,24020403
The Lives of Others,2006,R,2007-03-30,137,Drama,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,"Ulrich Mühe, Martina Gedeck, Sebastian Koch","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",German,"Germany, France",Won 1 Oscar. 80 wins & 38 nominations total,https://m.media-amazon.com/images/M/MV5BNmQyNmJjM2ItNTQzYi00ZjMxLWFjMDYtZjUyN2YwZDk5YWQ2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.4/10'}",89.0,8.4,"400,150",tt0405094,movie,20 Oct 2007,11286112,,,True,['nm0003697'],"['nm0618057', 'nm0311476', 'nm0462407']",2000000.0,1,3,4160475,4160475,0,1,1,0,0,0
In the Land of Women,2007,PG-13,2007-04-20,97,Comedy,Jonathan Kasdan,Jonathan Kasdan,"Adam Brody, Kristen Stewart, Meg Ryan",A sleazy writer has a chance to redeem himself when he goes to stay with his grandmother and befriends the neighbors.,English,United States,,https://m.media-amazon.com/images/M/MV5BOWI2ZmRlZTQtOTllMS00ZDc3LTllNTAtNWNiOTgyNTNmZjhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",47.0,6.4,"32,341",tt0419843,movie,01 Oct 2009,11052958,,,True,['nm0440459'],"['nm0111013', 'nm0829576', 'nm0000212']",10000000.0,1,3,254173399,350570733,0,6,7,0,0,0
The Astronaut Farmer,2006,PG,2007-02-23,104,Adventure,Michael Polish,"Mark Polish, Michael Polish","Billy Bob Thornton, Virginia Madsen, Bruce Dern","A NASA astronaut, forced to retire years earlier so he could save his family farm, has never given up his dream of space travel and looks to build his own rocket, despite the government's threats to stop him.","English, Spanish",United States,,https://m.media-amazon.com/images/M/MV5BMDYyNzUzMTMtNjk4YS00Y2NjLTk4MDktNGIyZGRmY2MwNWFlXkEyXkFqcGdeQXVyMzUwMTgwMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",55.0,6.3,"23,076",tt0469263,movie,01 Feb 2011,11003643,,,True,['nm0689187'],"['nm0000671', 'nm0000515', 'nm0001136']",13000000.0,1,3,424749452,424749452,0,11,11,0,0,0
Dragon Wars: D-War,2007,PG-13,2007-09-14,107,Action,Hyung-rae Shim,Hyung-rae Shim,"Jason Behr, Amanda Brooks, Robert Forster","Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.","English, Korean",South Korea,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTc2OTk1MzUzMl5BMl5BanBnXkFtZTcwNjE0ODI1MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '3.5/10'}",33.0,3.5,"25,135",tt0372873,movie,08 Jul 2008,10977721,,,True,['nm0405374'],"['nm0004736', 'nm1107178', 'nm0001233']",32000000.0,1,3,110359362,110359362,0,1,1,0,0,0
Primeval,2007,R,2007-01-12,93,Action,Michael Katleman,"John Brancato, Michael Ferris","Dominic Purcell, Orlando Jones, Brooke Langton",A news team is sent to Burundi to capture and bring home a legendary 25-foot crocodile. Their difficult task turns potentially deadly when a warlord targets them for death.,"English, Swahili, Kirundi, French",United States,,https://m.media-amazon.com/images/M/MV5BODMyN2Q2MjctMThhMy00NTBiLThhOGItZDE3YzVjMGIxYjczXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.8/10'}",35.0,4.8,"14,719",tt0772193,movie,10 Aug 2016,10597734,,,True,['nm0003150'],"['nm0700712', 'nm0428963', 'nm0486728']",,1,3,78475956,78475956,0,2,2,0,0,0
La Vie En Rose,2007,PG-13,2007-07-20,140,Biography,Olivier Dahan,"Isabelle Sobelman, Olivier Dahan","Marion Cotillard, Sylvie Testud, Pascal Greggory","Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.","French, English","France, United Kingdom, Czech Republic",Won 2 Oscars. 48 wins & 61 nominations total,https://m.media-amazon.com/images/M/MV5BOWE4NDEyOTMtZjdmZS00NjllLWE3YjEtODVmYzk1MDVlOTk1XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",66.0,7.6,"89,332",tt0450188,movie,,10301706,,,True,['nm0196860'],"['nm0182839', 'nm0856500', 'nm0339621']",25000000.0,1,3,0,0,0,0,0,0,0,0
